,AL Date COW,AL Data COW,AK Date COW,AK Data COW,AZ Date COW,AZ Data COW,AR Date COW,AR Data COW,CA Date COW,CA Data COW,CO Date COW,CO Data COW,CT Date COW,CT Data COW,DC Date COW,DC Data COW,DE Date COW,DE Data COW,FL Date COW,FL Data COW,GA Date COW,GA Data COW,HI Date COW,HI Data COW,ID Date COW,ID Data COW,IL Date COW,IL Data COW,IN Date COW,IN Data COW,IA Date COW,IA Data COW,KS Date COW,KS Data COW,KY Date COW,KY Data COW,LA Date COW,LA Data COW,ME Date COW,ME Data COW,MD Date COW,MD Data COW,MA Date COW,MA Data COW,MI Date COW,MI Data COW,MN Date COW,MN Data COW,MS Date COW,MS Data COW,MO Date COW,MO Data COW,MT Date COW,MT Data COW,NE Date COW,NE Data COW,NV Date COW,NV Data COW,NH Date COW,NH Data COW,NJ Date COW,NJ Data COW,NM Date COW,NM Data COW,NY Date COW,NY Data COW,NC Date COW,NC Data COW,ND Date COW,ND Data COW,OH Date COW,OH Data COW,OK Date COW,OK Data COW,OR Date COW,OR Data COW,PA Date COW,PA Data COW,RI Date COW,RI Data COW,SC Date COW,SC Data COW,SD Date COW,SD Data COW,TN Date COW,TN Data COW,TX Date COW,TX Data COW,UT Date COW,UT Data COW,VT Date COW,VT Data COW,VA Date COW,VA Data COW,WA Date COW,WA Data COW,WV Date COW,WV Data COW,WI Date COW,WI Data COW,WY Date COW,WY Data COW,TOTAL
103,200910,4397.37694,200910,58.59619,200910,3264.95083,200910,1917.22693,200910,184.09341,200910,2862.64451,200910,246.72783,0.0,0.0,200910,275.70385,200910,4576.01143,200910,5508.99371,200910,137.68878,200910,10.33133,200910,7562.88124,200910,8059.52458,200910,3098.7886,200910,2575.95266,200910,6548.48437,200910,1693.82285,200910,1.69457,200910,1334.77207,200910,589.02813,200910,5315.47533,200910,2282.6715,200910,1196.6928,200910,5709.59744,200910,1141.52257,200910,2301.72572,200910,643.78893,200910,100.11294,200910,417.84384,200910,2356.77111,200910,779.11787,200910,4480.34759,200910,2257.34847,200910,9746.22952,200910,2513.67703,200910,419.84458,200910,7840.75138,0.0,0.0,200910,2544.52289,200910,289.2332,200910,3008.54823,200910,11702.56115,200910,3085.74706,0.0,0.0,200910,1417.10441,200910,929.16752,200910,5160.4659,200910,3447.92182,200910,3961.49178,139955.57739000002
104,200909,4827.14433,200909,53.98079,200909,3406.09457,200909,2433.32835,200909,177.39771,200909,2677.9331,200909,129.98733,0.0,0.0,200909,124.91432,200909,4356.85126,200909,6053.01108,200909,130.06299,200909,8.58724,200909,7289.98099,200909,8194.03768,200909,3197.45377,200909,2580.64454,200909,6806.42223,200909,2042.60345,200909,7.39696,200909,1330.36854,200909,546.10325,200909,5315.15653,200909,2317.28146,200909,1397.79496,200909,5820.27529,200909,1173.78144,200909,1797.85774,200909,509.89878,200909,84.81886,200909,255.69612,200909,2359.29226,200909,964.13548,200909,4714.05212,200909,2118.39291,200909,8672.60352,200909,2600.09124,200909,333.87297,200909,7278.32405,0.0,0.0,200909,2341.74878,200909,189.03872,200909,2870.97378,200909,11563.98156,200909,2993.5743,0.0,0.0,200909,1592.21407,200909,741.36592,200909,4183.62782,200909,3018.7528,200909,3561.74003,137144.64798999994
105,200908,5345.47482,200908,53.64804,200908,3725.68498,200908,2504.22661,200908,169.72397,200908,3019.95044,200908,213.59468,0.0,0.0,200908,301.35643,200908,5057.49024,200908,7250.00886,200908,135.31501,200908,3.76738,200908,8035.60366,200908,9952.08505,200908,3324.69417,200908,2713.81176,200908,7879.67977,200908,2181.09407,200908,1.68373,200908,2345.29419,200908,787.84037,200908,5978.59984,200908,2437.81597,200908,1403.20292,200908,6640.71578,200908,1233.04197,200908,2204.39298,200908,636.64378,200908,107.58934,200908,741.66585,200908,2733.79754,200908,1212.85424,200908,6490.20489,200908,2542.76406,200908,10311.8515,200908,3206.01076,200908,298.89235,200908,9932.33859,0.0,0.0,200908,3225.17045,200908,277.33048,200908,3693.11916,200908,13127.01121,200908,3184.527,0.0,0.0,200908,2385.47279,200908,743.38756,200908,6602.74375,200908,3219.11393,200908,3688.19616,163260.48308
106,200907,4982.00007,200907,53.79728,200907,3555.20122,200907,2561.25751,200907,169.83559,200907,2904.1701,200907,153.62449,0.0,0.0,200907,209.68718,200907,5169.74179,200907,7301.78831,200907,126.63823,200907,1.80817,200907,8067.35063,200907,8876.02604,200907,3306.96479,200907,2879.33981,200907,7188.99787,200907,2151.32666,200907,2.76607,200907,2249.55157,200907,769.75629,200907,6423.56381,200907,2541.5035,200907,1197.24838,200907,6531.56347,200907,1157.3206,200907,2193.48156,200907,682.53653,200907,283.24078,200907,409.49841,200907,2492.27328,200907,961.30693,200907,6057.13412,200907,2500.90779,200907,9857.23338,200907,3368.48182,200907,0.0,200907,9685.09108,0.0,0.0,200907,3200.41504,200907,276.28357,200907,3669.08775,200907,13192.41213,200907,3125.24506,0.0,0.0,200907,2216.57889,200907,768.77821,200907,5449.04615,200907,3399.05633,200907,3912.95085,158233.86909
107,200906,4630.35377,200906,45.47599,200906,3298.78199,200906,2318.01432,200906,169.51574,200906,2508.66193,200906,126.75167,0.0,0.0,200906,158.70178,200906,5065.85911,200906,7040.75066,200906,129.16532,200906,1.73234,200906,7254.38397,200906,9180.13883,200906,3196.97856,200906,2977.43034,200906,7573.15788,200906,2108.97422,200906,4.41364,200906,2067.86325,200906,711.4789,200906,5942.561,200906,2167.3556,200906,1370.04099,200906,6365.32268,200906,653.6297,200906,1796.72503,200906,466.69315,200906,276.24504,200906,348.31617,200906,2451.8823,200906,1018.78797,200906,5835.50697,200906,2433.64265,200906,9198.53898,200906,3054.78257,200906,88.51205,200906,8539.37067,0.0,0.0,200906,3219.67653,200906,208.93642,200906,3889.91154,200906,12191.75705,200906,2669.4122,0.0,0.0,200906,2174.16932,200906,9.80679,200906,5485.90888,200906,2820.69517,200906,2839.99951,148086.77113999997
108,200905,4484.93263,200905,51.00261,200905,3235.49298,200905,1807.08475,200905,140.80932,200905,2319.91838,200905,134.78667,0.0,0.0,200905,32.23069,200905,4504.50556,200905,5412.53858,200905,113.91076,200905,1.6723,200905,6642.55793,200905,8476.89513,200905,2447.12297,200905,2388.79295,200905,6398.3594,200905,1769.60796,200905,1.05259,200905,1887.83237,200905,627.37791,200905,4581.45895,200905,2077.56821,200905,919.92073,200905,5367.27116,200905,926.52804,200905,1815.09212,200905,534.59523,200905,277.90915,200905,106.96096,200905,2484.32482,200905,844.87988,200905,4697.49889,200905,2308.71836,200905,7542.79407,200905,2820.56286,200905,0.0,200905,8043.8779,0.0,0.0,200905,2498.04851,200905,232.58435,200905,3563.71554,200905,11748.52564,200905,3038.30737,0.0,0.0,200905,1791.29074,200905,3.59808,200905,5340.45104,200905,2609.99021,200905,2618.10029,131673.05754
109,200904,3549.66706,200904,41.1947,200904,2570.01954,200904,1615.64009,200904,155.59436,200904,1976.77154,200904,124.04541,0.0,0.0,200904,190.80353,200904,3604.9514,200904,4570.14067,200904,123.65538,200904,6.26642,200904,6917.2009,200904,8539.27744,200904,2407.13865,200904,2122.59833,200904,6181.78748,200904,1206.46054,200904,2.25212,200904,1973.17724,200904,742.98699,200904,5448.04424,200904,2242.63957,200904,940.97345,200904,5188.79047,200904,999.07147,200904,1433.02691,200904,507.11129,200904,293.69957,200904,88.98785,200904,2419.21976,200904,822.32514,200904,4373.59045,200904,2322.33761,200904,8690.99447,200904,2562.98828,200904,37.61783,200904,7926.67036,0.0,0.0,200904,2235.87075,200904,259.36477,200904,3739.60534,200904,10273.75251,200904,2485.79513,0.0,0.0,200904,1750.21808,200904,388.85225,200904,5176.3473,200904,2202.86205,200904,2502.58642,125934.97311000004
110,200903,4294.2087,200903,52.33628,200903,2789.50011,200903,1535.7119,200903,151.97828,200903,2425.62776,200903,169.54139,0.0,0.0,200903,207.89312,200903,3483.85928,200903,4551.01041,200903,132.90533,200903,8.11088,200903,6522.64112,200903,9143.85283,200903,2912.8436,200903,2468.44894,200903,6978.92028,200903,1551.74148,200903,3.98884,200903,2059.79449,200903,789.62907,200903,5165.30161,200903,2606.09861,200903,668.09174,200903,5874.05597,200903,1659.01601,200903,1794.27247,200903,654.96029,200903,385.90162,200903,512.56928,200903,2178.95466,200903,1257.4091,200903,5162.19997,200903,2598.02578,200903,8872.66919,200903,2397.15479,200903,407.90272,200903,8268.97581,0.0,0.0,200903,2459.58194,200903,270.61677,200903,3052.80476,200903,9361.39605,200903,2860.7448,0.0,0.0,200903,2034.68069,200903,870.75552,200903,5668.9186,200903,2682.02689,200903,3570.69809,135530.32782
111,200902,4905.03923,200902,50.71288,200902,2971.271,200902,1756.5382,200902,166.3279,200902,2285.03676,200902,308.38088,0.0,0.0,200902,273.07094,200902,3815.39416,200902,5039.56627,200902,89.36964,200902,8.18746,200902,7005.82512,200902,9106.50261,200902,3173.87861,200902,2519.85202,200902,6726.92224,200902,1706.77712,200902,14.04283,200902,2205.62712,200902,837.70046,200902,5108.06801,200902,2654.86177,200902,812.86445,200902,5364.14776,200902,1583.80871,200902,1519.85449,200902,659.64975,200902,276.22295,200902,342.04784,200902,1959.45877,200902,1473.10833,200902,5079.20252,200902,2470.64926,200902,9692.75014,200902,2646.42279,200902,381.53845,200902,8719.77489,0.0,0.0,200902,2962.87722,200902,293.6796,200902,3728.09741,200902,9934.80078,200902,2711.86289,0.0,0.0,200902,2553.93985,200902,835.37216,200902,5767.93159,200902,2855.7726,200902,3560.99634,140915.78477000003
112,200901,5771.34053,200901,53.48331,200901,3573.26037,200901,2246.81073,200901,191.64487,200901,2899.74184,200901,333.09004,0.0,0.0,200901,520.38302,200901,4946.14103,200901,6281.61607,200901,111.82981,200901,11.23135,200901,8355.68535,200901,10426.74318,200901,3654.94743,200901,3117.18564,200901,7843.45468,200901,2317.96301,200901,18.56778,200901,2860.83854,200901,1126.82339,200901,6257.93804,200901,2923.15944,200901,1080.31953,200901,6390.74967,200901,1724.71694,200901,1842.165,200901,779.42877,200901,365.79796,200901,818.22594,200901,2521.00246,200901,1546.72046,200901,6865.98074,200901,2709.92656,200901,11599.09168,200901,3458.27883,200901,397.06819,200901,10692.94647,0.0,0.0,200901,3527.88332,200901,338.53971,200901,4268.11577,200901,12465.78884,200901,3263.71919,0.0,0.0,200901,3273.83565,200901,938.45101,200901,7409.66386,200901,3772.59222,200901,4030.26215,171925.15036999996
113,200812,5797.92461,200812,53.58561,200812,3469.46246,200812,2477.43787,200812,205.58705,200812,3122.51114,200812,360.31851,0.0,0.0,200812,499.57032,200812,4783.71617,200812,6523.8491,200812,136.92299,200812,10.82708,200812,8347.97723,200812,11198.39989,200812,3563.32119,200812,2973.81493,200812,8005.4218,200812,2219.2202,200812,15.31379,200812,2568.54313,200812,945.62699,200812,6036.77068,200812,2777.05214,200812,1291.01835,200812,6085.16187,200812,1703.66241,200812,1893.20685,200812,854.11839,200812,361.66231,200812,713.47515,200812,2617.6606,200812,1358.482,200812,5635.52393,200812,2723.38472,200812,10913.22334,200812,3320.48362,200812,417.11143,200812,10138.47516,0.0,0.0,200812,3025.9942,200812,344.18744,200812,3984.01205,200812,12254.81996,200812,3265.53745,0.0,0.0,200812,2792.0251,200812,972.43733,200812,7112.05519,200812,3851.24093,200812,4063.59583,167785.73049000002
114,200811,5630.04753,200811,51.23133,200811,3474.72446,200811,2452.79216,200811,191.5659,200811,2700.8599,200811,348.71445,0.0,0.0,200811,505.02197,200811,4595.62215,200811,5857.78392,200811,139.82929,200811,10.99296,200811,7920.20691,200811,9443.80812,200811,3315.25391,200811,2672.53653,200811,7838.71632,200811,1804.41498,200811,8.87129,200811,1898.90912,200811,1082.55821,200811,5744.65456,200811,2334.20093,200811,879.73591,200811,5147.18836,200811,1675.93197,200811,1472.3349,200811,737.94831,200811,312.44668,200811,478.36276,200811,2472.86812,200811,1442.44696,200811,5800.02277,200811,2682.87337,200811,10556.90757,200811,2918.38786,200811,403.83344,200811,9158.2151,0.0,0.0,200811,2999.20563,200811,301.52936,200811,4316.62848,200811,11044.27632,200811,3151.69258,0.0,0.0,200811,2325.23832,200811,876.02459,200811,6245.53658,200811,3334.1302,200811,3524.11497,154281.19801
115,200810,5514.73029,200810,53.30584,200810,3788.15946,200810,1993.15061,200810,200.67938,200810,2574.56124,200810,390.11765,0.0,0.0,200810,296.47898,200810,5027.70542,200810,5795.31747,200810,133.13966,200810,9.42962,200810,7887.37165,200810,9344.67771,200810,3460.8073,200810,2553.45469,200810,7169.04053,200810,1682.08801,200810,9.53449,200810,1655.28325,200810,973.86044,200810,5270.58741,200810,2207.98986,200810,961.3733,200810,5593.7962,200810,1646.24412,200810,1468.50424,200810,611.9956,200810,285.94615,200810,560.32294,200810,2456.192,200810,1458.65551,200810,4995.81506,200810,2497.45179,200810,10266.84485,200810,2870.16859,200810,416.52922,200810,9304.38727,0.0,0.0,200810,2569.57867,200810,310.69675,200810,4528.84317,200810,11736.00615,200810,3261.12514,0.0,0.0,200810,2067.77215,200810,1019.73591,200810,6180.21099,200810,3216.09287,200810,3564.95565,151840.71524999995
116,200809,6229.16041,200809,49.22747,200809,3862.99304,200809,2008.60554,200809,210.60055,200809,2694.34709,200809,397.64537,0.0,0.0,200809,351.81483,200809,5728.74485,200809,7482.52025,200809,127.15261,200809,7.05029,200809,7719.09967,200809,9624.86799,200809,3115.26115,200809,2893.67976,200809,7776.05752,200809,1658.19034,200809,21.49709,200809,2233.11087,200809,869.48757,200809,5460.09695,200809,2498.36159,200809,1213.74943,200809,5994.10039,200809,1443.45474,200809,1705.69164,200809,775.62296,200809,253.60998,200809,891.94533,200809,2264.37757,200809,1594.25477,200809,5983.99997,200809,2471.18043,200809,10149.46623,200809,3045.63838,200809,350.83169,200809,8998.54578,0.0,0.0,200809,3202.4435,200809,281.34447,200809,4909.02591,200809,12685.51012,200809,3282.95471,0.0,0.0,200809,2401.02467,200809,940.96591,200809,6343.60104,200809,3332.11544,200809,3821.31944,161356.3473
117,200808,6522.17585,200808,47.2915,200808,4040.10712,200808,2591.00578,200808,221.53595,200808,3263.82761,200808,396.14627,0.0,0.0,200808,358.24952,200808,6041.21634,200808,7874.2284,200808,141.26547,200808,2.24219,200808,9024.54825,200808,11241.77373,200808,3621.51716,200808,3162.22818,200808,8051.77895,200808,2279.0817,200808,24.78382,200808,2506.89743,200808,860.28342,200808,6001.42708,200808,2809.11494,200808,1552.12016,200808,7058.93959,200808,1622.95907,200808,2017.75101,200808,806.88162,200808,371.57507,200808,1037.75136,200808,2610.21984,200808,1715.52702,200808,6977.6725,200808,2590.20375,200808,11094.7086,200808,3378.48693,200808,419.43522,200808,9893.72865,0.0,0.0,200808,4034.55162,200808,305.07008,200808,5207.39306,200808,13801.49274,200808,3333.82364,0.0,0.0,200808,2632.31847,200808,744.57596,200808,8193.16738,200808,4152.53424,200808,3940.87877,180576.49300999998
118,200807,7107.98816,200807,50.31315,200807,3946.30411,200807,2625.59932,200807,210.17486,200807,3230.18713,200807,392.39336,0.0,0.0,200807,521.81178,200807,6486.09313,200807,7977.50698,200807,143.69383,200807,1.86973,200807,8894.67274,200807,11511.74226,200807,3678.80447,200807,3183.11668,200807,8337.76161,200807,2293.15662,200807,32.30087,200807,2883.16114,200807,908.32056,200807,6344.23953,200807,2921.8135,200807,1782.87613,200807,7087.2722,200807,1488.31922,200807,1946.3794,200807,856.38818,200807,270.03737,200807,988.8169,200807,2688.76043,200807,1780.30581,200807,7189.20655,200807,2697.98961,200807,11601.2399,200807,3569.70945,200807,370.61585,200807,11195.43334,0.0,0.0,200807,4246.04106,200807,319.19464,200807,5118.57791,200807,13789.67279,200807,3423.59409,0.0,0.0,200807,3134.98474,200807,751.96226,200807,8678.11874,200807,4112.60072,200807,3962.33353,186733.45634000003
119,200806,6775.50486,200806,50.36904,200806,3709.49418,200806,2082.09981,200806,200.91215,200806,2986.01551,200806,378.20339,0.0,0.0,200806,472.28957,200806,5812.79209,200806,7978.82039,200806,138.48356,200806,1.82811,200806,8182.6436,200806,10079.42263,200806,3017.54711,200806,2879.2779,200806,7299.41375,200806,2147.24715,200806,50.26368,200806,2583.67587,200806,856.57574,200806,6107.38797,200806,2599.3325,200806,1712.24618,200806,6464.31185,200806,929.93088,200806,1784.30624,200806,618.62382,200806,268.18322,200806,846.36546,200806,2524.7462,200806,1649.36325,200806,7222.84594,200806,2267.94972,200806,10875.9812,200806,3336.64076,200806,185.03688,200806,10327.49643,0.0,0.0,200806,4099.169,200806,299.23136,200806,5305.02581,200806,13066.32116,200806,3098.10671,0.0,0.0,200806,2958.86705,200806,118.02647,200806,8012.62374,200806,3301.00963,200806,3381.26953,171043.27904999998
120,200805,6668.74842,200805,52.60842,200805,3532.73652,200805,1872.50818,200805,145.49646,200805,2757.57366,200805,330.8771,0.0,0.0,200805,312.72206,200805,5755.01561,200805,7800.76848,200805,136.11601,200805,5.97611,200805,6435.76859,200805,9509.56705,200805,3136.91968,200805,2321.0359,200805,6548.55186,200805,2244.74931,200805,43.8617,200805,1453.89269,200805,639.15759,200805,5525.40496,200805,2357.6524,200805,1601.5816,200805,5958.29012,200805,1242.78373,200805,1950.61452,200805,440.7271,200805,197.73938,200805,454.19808,200805,2114.12164,200805,1370.21658,200805,6344.84919,200805,2104.37303,200805,10124.08681,200805,2846.10449,200805,0.0,200805,8234.65189,0.0,0.0,200805,3649.75487,200805,220.78948,200805,5093.56287,200805,12289.24665,200805,3179.28557,0.0,0.0,200805,2439.48382,200805,329.95606,200805,7030.60889,200805,3008.72941,200805,3102.43685,154915.90139
121,200804,6121.88854,200804,49.51542,200804,3462.73165,200804,1613.61078,200804,187.14316,200804,2416.86413,200804,277.00683,0.0,0.0,200804,326.65852,200804,4226.39473,200804,6684.55994,200804,133.52736,200804,8.25942,200804,6992.88195,200804,9363.71618,200804,3202.76974,200804,2439.48572,200804,6539.48213,200804,1683.23788,200804,43.0448,200804,1642.76182,200804,903.88364,200804,5652.23575,200804,2304.09034,200804,1359.53827,200804,5618.60813,200804,1556.19052,200804,1772.75124,200804,350.96672,200804,107.46104,200804,464.61398,200804,1943.25429,200804,1358.83136,200804,5810.9334,200804,2089.88538,200804,10115.41689,200804,2252.35137,200804,325.06368,200804,8770.1006,0.0,0.0,200804,2910.33423,200804,293.01354,200804,4314.07022,200804,11272.71776,200804,2633.40292,0.0,0.0,200804,2066.72971,200804,531.06177,200804,6336.84304,200804,3364.36903,200804,3088.76441,146983.02393
122,200803,6264.88896,200803,53.34716,200803,3696.05045,200803,1884.85065,200803,148.79413,200803,2790.54926,200803,362.76378,0.0,0.0,200803,499.64835,200803,4969.86178,200803,6767.49841,200803,140.08081,200803,10.08656,200803,8134.38856,200803,9354.69418,200803,3299.32416,200803,2796.47903,200803,7640.65014,200803,1833.93946,200803,53.07125,200803,2453.21067,200803,804.78943,200803,5727.91763,200803,2599.75964,200803,1462.50475,200803,5771.52642,200803,1754.11484,200803,1734.63625,200803,524.72916,200803,334.92169,200803,833.93671,200803,1596.78123,200803,1789.55559,200803,6455.34144,200803,2364.94977,200803,10884.25154,200803,2678.02184,200803,395.75949,200803,9954.78863,0.0,0.0,200803,3219.49229,200803,340.5533,200803,4332.02203,200803,10444.41796,200803,3230.38537,0.0,0.0,200803,2689.85704,200803,849.59932,200803,7928.89975,200803,3147.16978,200803,3738.3824,160743.24304
123,200802,5667.3317,200802,52.07717,200802,3081.50013,200802,1935.49742,200802,151.19132,200802,3077.13604,200802,370.421,0.0,0.0,200802,528.80386,200802,5371.07858,200802,7120.51554,200802,135.40803,200802,10.86681,200802,8339.43382,200802,10256.9156,200802,3355.17113,200802,3021.36256,200802,7734.86005,200802,1895.73289,200802,24.79236,200802,2596.88176,200802,854.41503,200802,5441.66329,200802,3180.09736,200802,1398.36377,200802,6507.05681,200802,1618.45834,200802,1803.7321,200802,616.9888,200802,327.92554,200802,826.96234,200802,1725.81593,200802,1751.24811,200802,6373.68114,200802,2468.20295,200802,11583.14172,200802,2934.51452,200802,402.64219,200802,10468.3796,0.0,0.0,200802,3545.11732,200802,314.92513,200802,4695.79604,200802,11506.24412,200802,2855.47756,0.0,0.0,200802,3015.74105,200802,834.16226,200802,7981.21834,200802,3223.54037,200802,3683.86533,166666.35483
124,200801,6304.25863,200801,55.02471,200801,3775.99657,200801,2577.49595,200801,206.7196,200801,3213.1124,200801,382.00006,0.0,0.0,200801,593.84506,200801,6025.16991,200801,7627.88871,200801,141.97229,200801,11.0206,200801,8765.04534,200801,11106.50021,200801,3643.41009,200801,3106.79028,200801,8678.85327,200801,2358.98368,200801,24.46417,200801,2741.91097,200801,929.72976,200801,6543.05021,200801,3165.78755,200801,1468.29454,200801,6245.40827,200801,1649.48265,200801,1929.86426,200801,617.36179,200801,359.26116,200801,931.74024,200801,1999.43522,200801,1885.23839,200801,7024.89469,200801,2713.78577,200801,12529.04136,200801,3164.40958,200801,357.45972,200801,11139.20925,0.0,0.0,200801,4038.01229,200801,329.9468,200801,5253.17185,200801,13241.11483,200801,3304.98084,0.0,0.0,200801,3252.31383,200801,793.13632,200801,9070.59636,200801,3662.32787,200801,3935.9864,182875.50430000006
125,200712,6244.45028,200712,60.67658,200712,3640.09156,200712,2577.96254,200712,199.9882,200712,3183.09216,200712,293.77685,0.0,0.0,200712,535.56477,200712,5974.76556,200712,7329.43909,200712,145.78789,200712,8.06419,200712,8285.206,200712,10453.28582,200712,3358.0999,200712,3251.15112,200712,7648.32771,200712,2224.22058,200712,38.38615,200712,2637.90786,200712,896.46575,200712,5837.33941,200712,2973.68527,200712,1369.89792,200712,6551.42821,200712,1618.25921,200712,1990.84957,200712,641.03769,200712,380.17841,200712,992.71828,200712,2107.9727,200712,1839.66014,200712,6375.39381,200712,2701.98236,200712,11115.25275,200712,3054.07731,200712,431.53353,200712,10354.41173,0.0,0.0,200712,3799.18213,200712,58.19737,200712,4958.70932,200712,13303.98487,200712,3280.30811,0.0,0.0,200712,2956.69885,200712,923.16249,200712,7791.83064,200712,3528.30643,200712,3907.0965,173829.86557
126,200711,5545.88828,200711,57.36591,200711,3446.88666,200711,1751.69102,200711,178.27403,200711,2951.22703,200711,133.9685,0.0,0.0,200711,543.17577,200711,5207.97495,200711,6938.94849,200711,91.08888,200711,7.76564,200711,7277.72081,200711,9341.07855,200711,3154.01047,200711,3110.20756,200711,6978.17876,200711,1866.89793,200711,29.39612,200711,2332.72585,200711,805.59629,200711,5943.99793,200711,2341.01594,200711,1081.3179,200711,5960.90667,200711,1623.34188,200711,1760.70178,200711,634.37507,200711,367.61748,200711,791.08186,200711,2178.93782,200711,1686.25335,200711,6261.94646,200711,2276.99537,200711,11150.29965,200711,2527.91902,200711,420.53542,200711,9719.28316,0.0,0.0,200711,3540.47348,200711,12.30665,200711,5009.95432,200711,12133.36118,200711,2855.88807,0.0,0.0,200711,2716.87023,200711,806.7593,200711,6946.93213,200711,3122.90595,200711,3760.40901,159382.45458
127,200710,6039.4779,200710,49.73641,200710,3196.81796,200710,1676.9296,200710,182.47399,200710,2747.94691,200710,120.95594,0.0,0.0,200710,488.59319,200710,5593.54636,200710,7258.01448,200710,87.57852,200710,7.90842,200710,8040.25432,200710,9547.47032,200710,3081.47105,200710,2714.57867,200710,7209.59527,200710,1781.22511,200710,19.69826,200710,2189.8509,200710,1029.34171,200710,6320.03264,200710,2239.87682,200710,1322.61978,200710,5667.64468,200710,1605.1381,200710,1746.47543,200710,678.61131,200710,343.95806,200710,940.988,200710,2366.15793,200710,1573.71686,200710,6727.15348,200710,2319.8365,200710,11333.18847,200710,2355.87229,200710,379.81683,200710,9434.20799,0.0,0.0,200710,3241.67109,200710,239.80044,200710,4992.1358,200710,11860.56383,200710,3273.43209,0.0,0.0,200710,2798.98568,200710,785.18974,200710,7472.79698,200710,3419.42532,200710,3731.59472,162234.35615
128,200709,6610.63267,200709,54.71425,200709,3292.18642,200709,2322.09964,200709,204.66905,200709,2589.34517,200709,330.64024,0.0,0.0,200709,440.89991,200709,6087.98414,200709,7739.62594,200709,144.36601,200709,7.52254,200709,8012.12227,200709,10142.64925,200709,3438.36978,200709,3042.3708,200709,7477.27555,200709,2095.43588,200709,28.27713,200709,2315.06376,200709,874.72897,200709,6140.37347,200709,2545.65521,200709,1438.0377,200709,5767.48086,200709,1699.81458,200709,1804.60246,200709,659.30867,200709,300.20864,200709,863.42707,200709,2401.67967,200709,1689.65562,200709,6662.89215,200709,2178.93539,200709,11439.4928,200709,2974.88889,200709,411.04132,200709,9584.56108,0.0,0.0,200709,3521.08533,200709,291.73428,200709,5209.50423,200709,12322.29467,200709,3288.29137,0.0,0.0,200709,3049.85851,200709,800.44123,200709,7932.29973,200709,3420.77192,200709,3741.95665,169391.27287
129,200708,7174.63565,200708,49.82245,200708,3810.88714,200708,2646.00073,200708,211.57919,200708,3223.44771,200708,370.86263,0.0,0.0,200708,601.27023,200708,6462.80869,200708,8484.68571,200708,140.76713,200708,5.25966,200708,8874.19288,200708,11090.66934,200708,3762.34523,200708,3283.05956,200708,8926.29915,200708,2294.51238,200708,30.92286,200708,2825.87008,200708,1122.61499,200708,6526.38787,200708,3010.37053,200708,1575.76167,200708,7391.40146,200708,1563.5214,200708,1944.46889,200708,687.20625,200708,376.54346,200708,1100.21066,200708,2597.66705,200708,1951.80125,200708,7808.61384,200708,2714.88534,200708,13012.26231,200708,3172.45727,200708,409.88644,200708,11549.02571,0.0,0.0,200708,4001.59687,200708,294.01951,200708,5452.37339,200708,13558.36059,200708,3360.46384,0.0,0.0,200708,3422.81227,200708,897.79741,200708,8609.44222,200708,3802.37781,200708,3950.58772,190134.81642000005
130,200707,7401.62225,200707,48.48651,200707,3533.5112,200707,2346.16209,200707,200.9211,200707,3205.35574,200707,380.40821,0.0,0.0,200707,577.24723,200707,6183.45274,200707,8226.41622,200707,138.12162,200707,4.8693,200707,8569.53392,200707,10979.24781,200707,3733.99424,200707,3362.17918,200707,8148.59627,200707,2313.54681,200707,32.30672,200707,2803.73881,200707,1087.58925,200707,6428.32192,200707,2999.79487,200707,1677.48063,200707,6983.47314,200707,1697.01027,200707,1934.4635,200707,663.9074,200707,376.65768,200707,1036.55709,200707,2614.02822,200707,1873.01228,200707,7009.09776,200707,2718.87764,200707,12025.08678,200707,3113.2812,200707,424.68482,200707,11294.92028,0.0,0.0,200707,3937.66664,200707,295.82047,200707,5381.87139,200707,13825.17587,200707,3455.97969,0.0,0.0,200707,3327.244,200707,840.54123,200707,8349.05716,200707,3646.94402,200707,3845.52445,185053.78762000002
131,200706,7190.97425,200706,37.41168,200706,3634.63368,200706,2021.95593,200706,204.8399,200706,3011.43554,200706,369.58455,0.0,0.0,200706,526.72598,200706,6066.26706,200706,7906.70609,200706,138.82649,200706,4.22931,200706,7949.63309,200706,10316.14306,200706,2977.45298,200706,3014.93391,200706,7711.31842,200706,2203.66864,200706,34.47563,200706,2602.29704,200706,1079.12905,200706,5780.93225,200706,2707.5608,200706,1644.84519,200706,6763.28227,200706,1370.03147,200706,1713.92386,200706,613.27094,200706,334.23083,200706,978.46381,200706,2179.53597,200706,1740.25293,200706,6846.32859,200706,2328.14754,200706,11466.1215,200706,3008.09532,200706,411.15903,200706,10535.17692,0.0,0.0,200706,3801.07645,200706,262.86444,200706,5065.23446,200706,13168.43576,200706,3037.17706,0.0,0.0,200706,3170.96352,200706,616.91753,200706,7682.65642,200706,3561.40145,200706,3722.1555,173512.88409
